Quantity Sold (units),Product Category,Month,Average Temperature (¡C),Monthly Precipitation (mm),Route (ID),Route Distance (km),Average Transit Time (hrs),Cost per Kilometer ($),Traffic Conditions
558,Fresh,12,26.08,42.62,6,47.23,2.96,11.27,Low
550,Refrigerated,12,22.47,2.83,7,38.27,2.88,11.76,Moderate
465,Refrigerated,12,29.53,27.99,10,28.51,2.07,14.73,Low
536,Fresh,12,34.71,65.16,8,37.01,1.88,8.88,Low
566,Refrigerated,12,23.5,3.67,9,35.66,1.23,14.32,Low
496,Fresh,12,29.1,35.72,1,26.87,1.46,8.37,High
561,Refrigerated,12,25.84,10.99,1,26.33,1.79,11.33,Low
531,Refrigerated,12,20.25,69.38,5,33.26,1.16,14.54,Moderate
496,Fresh,12,27.31,61.56,3,37.52,4.18,9.93,Low
530,Fresh,12,22.24,69.92,9,38.31,2.28,10.58,Moderate
590,Refrigerated,12,18.22,60.76,7,48.8,4.78,11.33,Moderate
532,Fresh,12,16.63,12.09,4,23.98,1,10.82,Low
534,Refrigerated,12,15.57,61.86,4,5.16,2.59,10.01,Low
562,Fresh,12,27.17,21.57,1,43.74,3.08,12.49,Moderate
466,Fresh,12,18.85,43.15,2,24.71,4.55,10.76,High
575,Refrigerated,12,26.31,58.47,8,18.91,3.39,11.77,High
591,Fresh,12,25.78,13.46,10,24.33,1.01,11.88,Moderate
588,Fresh,12,27.16,50.59,10,15,3.4,14.4,High
588,Refrigerated,12,27.75,99.8,1,45.99,4.85,8.65,Low
540,Fresh,12,28.64,47.24,5,36.45,4.33,8.1,Low
506,Fresh,12,24.26,82.58,3,15.61,3.48,11.68,Moderate
570,Refrigerated,12,28.12,21.39,1,41.86,3.49,12.44,Low
462,Fresh,12,33.57,57.75,2,39.13,3.58,14.62,Low
537,Refrigerated,12,34.7,12.2,3,48.07,1.57,14.24,Low
514,Fresh,12,22.13,62.03,2,41,2.41,9.35,Low
474,Fresh,12,29.86,73.46,8,37.22,2.94,8.97,Low
500,Refrigerated,12,22.28,38.97,3,33.15,4.49,9.42,Moderate
494,Refrigerated,12,27.01,54.13,10,33.67,1.11,10.61,Low
520,Fresh,12,27.78,84.35,7,44.44,2.25,10.48,Low
560,Fresh,12,22.55,46.74,7,31.99,1.56,9.69,High
455,Fresh,12,21.68,17.28,9,16.54,2.34,11.37,Low
570,Fresh,12,20.11,47.11,2,46.83,3.33,9.51,High
462,Refrigerated,12,15.14,41.02,8,47.63,3.21,9.62,Moderate
548,Fresh,12,25.35,6.38,5,22.22,2.67,11.24,Low
523,Refrigerated,12,19.07,2.9,1,29.38,2.37,14.77,Moderate
591,Fresh,12,31.69,9.64,7,41.94,3.24,11.52,Moderate
482,Refrigerated,12,28.94,98.44,8,21.88,4.99,10.23,High
463,Fresh,12,18.52,66.56,3,12.09,3.67,13.62,Low
492,Fresh,12,31.91,13.05,4,35.78,1.54,10.82,High
500,Fresh,12,23.71,4.6,10,17.2,1.98,12.11,Low
494,Fresh,12,15.51,86.64,2,30.72,4.67,11.06,High
589,Fresh,12,34.74,50.9,1,36.87,3.9,8.39,Low
490,Fresh,12,16.98,29.44,6,47.4,3.58,10.17,Moderate
583,Fresh,12,32.73,62.51,8,47.32,3.04,8.19,Low
545,Fresh,12,32.84,15.1,3,33.03,2.81,14.87,Moderate
498,Refrigerated,12,26.18,30.02,8,43.06,4.74,9.77,Moderate
504,Fresh,12,17.3,60.02,2,45.36,1.83,13.08,High
478,Fresh,12,33.93,75.92,1,16.98,1.51,11.28,High
593,Fresh,12,29.29,93.63,7,45.96,1.08,8.75,Moderate
453,Fresh,12,17.38,60.59,3,21.3,1.95,8.66,Moderate
524,Refrigerated,12,17.4,43.1,5,31.29,3.7,8.43,High
584,Refrigerated,12,17.84,52.07,1,42.58,1.9,12.14,Moderate
488,Refrigerated,12,16.66,6.32,9,7.62,2.63,9.06,Low
576,Refrigerated,12,27.96,48.84,1,34.04,1.68,11.66,High
573,Fresh,12,33.55,28.76,10,38.99,4.5,12.51,High
554,Refrigerated,12,20.16,33.87,5,39.91,2.94,9.67,Low
554,Fresh,12,29.35,13.61,2,27.59,3.14,12.93,Moderate
467,Refrigerated,12,33.75,95.89,7,29.07,4.99,9.94,Low
462,Refrigerated,12,28.38,34.17,9,35.93,2.49,12.61,Low
500,Refrigerated,12,26.72,83.21,10,31.64,3.61,13.78,Moderate
538,Refrigerated,12,27.83,33.3,7,29.83,1.58,10.11,Low
464,Fresh,12,25.05,62.25,8,9.13,4.6,11.14,Low
544,Fresh,12,23.07,64.11,1,32.33,3.87,9.03,Moderate
566,Fresh,12,22,55.93,10,25.38,2.77,10.05,Low
467,Fresh,12,31.43,43.86,5,34.06,4.39,12.63,Moderate
499,Refrigerated,12,16.96,3.86,9,46.48,3.85,13.53,High
460,Fresh,12,33.32,69.85,2,30.82,4.08,11.69,High
454,Fresh,12,24.4,30.44,6,39.55,4.73,8.23,Moderate
570,Fresh,12,22.51,46.19,6,42.41,1.84,14.67,Moderate
481,Fresh,12,26.45,88.16,3,26.32,3.75,11.04,Low
453,Refrigerated,12,17.78,76,10,29.54,3.35,9.33,Moderate
451,Fresh,12,21.25,85.47,1,42.23,1.68,13.89,Moderate
560,Fresh,12,30.55,56.53,2,13.4,1.05,14.66,Low
542,Refrigerated,12,15.94,31.15,1,29.48,3.74,12.71,Moderate
466,Refrigerated,12,16.08,58.72,8,18.27,4.95,12.55,High
594,Fresh,12,16.01,22.68,10,28.44,3.43,13.07,High
532,Refrigerated,12,33.55,15.19,3,26.65,4.66,11.68,Low
467,Fresh,12,34.52,92.46,2,41.42,2.1,14.3,Moderate
552,Refrigerated,12,28.16,94.78,10,27.72,3.69,14.59,Moderate
547,Fresh,12,20.55,22.69,9,7.1,1.47,8.06,High
546,Fresh,12,24.09,14.95,1,10.87,2.86,8.76,Low
529,Fresh,12,20.52,39.51,6,34.36,4,12.1,Moderate
542,Fresh,12,31.89,17.83,1,27.34,1.19,8.15,Moderate
599,Fresh,12,29.3,79.63,10,35.58,1.36,14.22,Low
477,Refrigerated,12,23.94,75.18,4,9.25,1.05,10.58,Moderate
474,Refrigerated,12,30.86,89,2,7.51,3.16,11.24,High
530,Fresh,12,16.44,97.11,4,35.14,1.94,10.95,Moderate
561,Fresh,12,21.79,24.66,8,45.61,4.79,8.06,High
504,Fresh,12,28.5,46.83,5,30.15,2.72,14.24,High
556,Fresh,12,30.3,82.44,9,33.24,3.76,8.34,Moderate
531,Refrigerated,12,17.79,18.1,6,38.12,2.56,9.18,Moderate
557,Refrigerated,12,23,61.18,9,48.16,1.32,14.34,High
562,Fresh,12,25.06,84.68,6,48.33,1.28,10.68,Moderate
560,Fresh,12,22.69,11.71,3,43.79,2,14.64,Low
533,Fresh,12,16.85,97.01,8,42.56,2.81,10.75,High
547,Fresh,12,19.14,23.5,2,29.92,4.67,14.9,Low
471,Fresh,12,27.48,96.25,10,42.52,4.36,11.23,Moderate
508,Fresh,12,29.03,74.52,6,44.21,2.53,9.05,Low
564,Refrigerated,12,25.93,74.94,2,39.87,2.51,14.89,High
457,Refrigerated,12,15.25,16.41,5,38.07,4.4,10.13,Moderate
496,Refrigerated,12,15.55,50.8,9,39.63,1.38,14.68,Low
536,Refrigerated,12,23.06,91.44,7,46.42,4.7,9.66,Low
543,Refrigerated,12,25.76,32.33,10,24.18,2.71,13.12,Low
572,Refrigerated,12,31.16,58.63,1,8.45,4.76,14.7,Moderate
594,Fresh,12,16.37,93.11,4,6.68,2.95,12.5,High
589,Refrigerated,12,30.23,37.16,8,27.15,3.05,10.3,Low
525,Fresh,12,24.61,57.25,7,49,1.86,10.63,Low
514,Fresh,12,27.89,21.65,2,19.1,4.12,14.69,Low
483,Fresh,12,30.55,59.87,2,38.72,2.03,12.56,Low
541,Refrigerated,12,32.24,21.58,5,34.45,1.17,12.61,Low
510,Fresh,12,18.52,94.55,4,18.17,3.23,11.75,Low
582,Fresh,12,23.35,27.21,1,9.36,3.82,11.93,Low
572,Fresh,12,33.8,96.65,2,40.04,3.7,10.63,High
511,Fresh,12,19.89,24.74,4,33.64,3.59,12.01,Moderate
579,Fresh,12,26.47,35.47,6,33.44,2.88,14.82,Moderate
491,Fresh,12,17.33,3.78,2,20.04,3.41,13.46,Low
583,Fresh,12,22.04,24.48,3,48.36,3.3,13.61,Moderate
561,Refrigerated,12,16.8,74.37,5,46.65,3.31,14.91,High
536,Fresh,12,18.08,75.54,5,49.56,4.36,12.14,Low
502,Fresh,12,15.12,29.15,5,48.83,1.9,9.96,Low
534,Refrigerated,12,24.73,13.33,5,47.38,2.24,13.33,Moderate
548,Refrigerated,12,34.37,49.11,6,34.11,3.87,11.55,Moderate
473,Refrigerated,12,28.94,67.96,5,10.78,3.36,11.96,Low
598,Refrigerated,12,32.65,39.65,6,9.02,2.93,12.51,Low
563,Refrigerated,12,22.51,52.33,10,29.72,1.23,8.83,Moderate
564,Refrigerated,12,15.45,96.5,2,36.24,3.52,14.66,Moderate
570,Fresh,12,15.89,3.86,8,8.96,2.49,11.01,Moderate
450,Refrigerated,12,15.84,15.93,7,9.69,4.2,11.89,Low
589,Fresh,12,34.26,64.09,9,31.36,2.85,8.38,High
520,Fresh,12,26.87,41.64,8,38.61,3.41,10.78,Moderate
531,Fresh,12,19.12,94.88,3,16.22,3.58,11.78,Low
531,Fresh,12,28.69,80.92,6,46.49,4.12,9.39,Moderate
548,Fresh,12,31.25,16.37,7,24.33,2.2,14.93,Moderate
455,Refrigerated,12,30.27,94,6,11.67,2.35,8.02,Low
489,Refrigerated,12,26.98,3.46,6,45.68,3.98,11.15,Moderate
587,Refrigerated,12,24.11,12.86,6,43.76,3.21,8.72,Moderate
545,Refrigerated,12,27.57,87.13,5,44.61,4.05,14.31,Low
496,Fresh,12,23.95,35.49,1,27.69,2.72,10.15,Low
499,Refrigerated,12,32.23,50.98,3,13.22,4.05,11.12,Moderate
474,Fresh,12,31.62,78.07,5,44.6,4.46,8.08,High
518,Refrigerated,12,30.64,76.41,4,29.51,2.15,12.4,Low
486,Fresh,12,16.47,57.15,7,23.79,3.48,9.12,Low
480,Fresh,12,26.22,76.27,6,18.3,1.59,9.8,High
495,Refrigerated,12,34.31,72.55,9,29.54,2.19,11.84,Moderate
507,Fresh,12,25.25,78.57,7,26.04,4.42,14.35,High
485,Refrigerated,12,33.36,61.5,10,16.65,1.7,8.57,Moderate
579,Refrigerated,12,28.96,64.64,10,20.41,2.12,9.14,Low
505,Fresh,12,26.92,80.62,8,37.86,1.45,9.45,Low
496,Fresh,12,30.79,40.37,7,29.09,2.73,12.26,Low
507,Fresh,12,15.4,8.42,8,39.83,4.36,12.07,Low
486,Refrigerated,12,16.91,80.39,2,35.82,3.74,13.15,Moderate
485,Refrigerated,12,32.32,69.73,5,10.32,4.93,13.7,High
516,Refrigerated,12,18.27,53.93,6,32.88,2.69,9.56,High
530,Fresh,12,34.79,32.09,2,32.07,1.82,9.79,High
571,Fresh,12,33.96,71.56,4,21.36,4.04,9.82,Moderate
532,Refrigerated,12,21.18,48,10,17.03,1.29,10.6,Low
461,Fresh,12,22.17,22.57,4,37.04,1.43,11.39,Moderate
475,Fresh,12,20.46,97.75,4,36.51,1.4,12.4,High
500,Fresh,12,32.02,79.11,8,40.88,3.47,13.76,Low
493,Fresh,12,24.21,25.27,8,37.79,2.22,12.2,Low
495,Fresh,12,28.25,39.09,6,43.09,2.04,9.77,Low
548,Fresh,12,32.98,99.14,3,49.58,1.3,9.26,Moderate
562,Fresh,12,24.89,50.19,4,26.83,4.08,11.92,Low
581,Fresh,12,15.77,59.28,5,45.7,3.99,12.98,Low
571,Refrigerated,12,19.64,79.79,10,46.75,1.16,11.53,Low
546,Refrigerated,12,16.93,6.08,9,14.94,3.58,8.55,Low
456,Refrigerated,12,22.28,96.08,3,25.31,2.28,13.51,Moderate
566,Refrigerated,12,31.84,44.57,2,23.96,1.85,9.03,High
570,Fresh,12,23.84,41.91,5,29.88,2,14.46,Low
529,Refrigerated,12,18.59,60.77,3,45.91,3.5,8.14,Low
507,Refrigerated,12,27.85,57,8,40.19,2.67,8.18,Low
486,Fresh,12,27.36,41.41,5,43.58,1.45,10.67,Low
568,Fresh,12,22.99,87.59,5,31.82,4.69,14.27,Low
457,Refrigerated,12,22.76,98.11,1,5.96,4.94,12.5,Low
538,Refrigerated,12,31.09,39.54,3,8.07,4.05,10.37,Low
512,Fresh,12,22.59,89.21,8,8.03,2.51,10.46,High
544,Refrigerated,12,21.28,20.61,5,23.21,3.65,8.34,Moderate
594,Refrigerated,12,25.45,53.45,10,24.22,2.5,13.33,Moderate
498,Fresh,12,30.49,49.06,7,28.03,2.28,13.01,Low
535,Fresh,12,20.01,10.81,7,26.8,1.44,14.79,Moderate
461,Fresh,12,16.66,40.7,4,12.71,4.92,11.44,Low
450,Fresh,12,17.95,85.71,4,9.45,2.35,8.08,Moderate
543,Fresh,12,15.99,49.12,6,46.48,4.66,10.88,Moderate
582,Fresh,12,25.33,78.64,3,7.23,3.73,10.93,Low
589,Fresh,12,32.79,97.65,4,19.2,2.71,12.29,Moderate
515,Fresh,12,24.97,52.74,2,10.34,3.09,13.41,Moderate
583,Fresh,12,24.34,58.6,8,11.15,3.13,13.23,High
557,Fresh,12,29.26,75.03,3,14.99,4.92,8.65,Low
544,Refrigerated,12,32.71,84.09,5,25.58,3.38,10.37,Moderate
576,Refrigerated,12,15.53,28.83,6,24.79,1.67,11.4,Moderate
503,Fresh,12,15.12,46.84,2,11.96,4.71,14.12,Low
545,Fresh,12,15.85,19.42,8,44.41,3.39,13.68,Moderate
474,Refrigerated,12,25.87,46.5,8,47.6,2.44,11.96,High
509,Refrigerated,12,28.21,6.88,7,25.43,4.31,9.42,Low
521,Fresh,12,30.7,41.53,8,19.81,2.23,10.12,Low
476,Fresh,12,18.17,7.34,9,49.67,4.29,11.27,Low
463,Fresh,12,18.22,42.17,4,46.39,2.88,13.88,Low
537,Fresh,12,21.38,32.51,5,22.27,3.24,12.63,Moderate
596,Fresh,12,20.17,45.17,10,16.44,3.63,12.11,Low
543,Refrigerated,12,23.61,38.74,7,9.67,1.34,8.67,Low
465,Refrigerated,12,32.19,44.01,1,44.87,2.58,10.4,Moderate
459,Fresh,12,25.46,11.9,3,29.98,1.17,13.06,Moderate
464,Fresh,12,27.67,0.69,8,26.57,3.31,12.43,High
485,Fresh,12,17.27,75.27,8,5.96,2.64,12.2,Low
543,Fresh,12,21.99,53.71,7,25.81,1.86,10.84,Low
560,Fresh,12,15.19,98,7,19.51,2,9.73,Low
500,Fresh,12,33.03,84.69,8,42.24,2.3,13.22,High
563,Refrigerated,12,29.28,67.74,2,21.75,3.19,13.35,Low
554,Fresh,12,28.4,77.63,6,40.92,1.7,13.99,High
459,Refrigerated,12,29.19,74.43,8,25.32,1.95,10.01,Low
525,Refrigerated,12,21.16,98.58,4,45.58,1.38,11.13,Moderate
533,Fresh,12,15.72,79.02,5,17.37,3.05,8.32,Moderate
551,Refrigerated,12,24.01,93.43,2,8.36,1.7,11.14,Low
582,Refrigerated,12,31.61,86.26,5,40.75,4.04,14.69,Moderate
579,Refrigerated,12,30.59,87,9,15.54,4.76,14.97,Moderate
494,Fresh,12,19.03,76.51,10,38.5,1.45,8.67,Moderate
467,Fresh,12,26.03,34.02,10,39.12,2.44,9.4,Low
461,Fresh,12,23.39,13.63,4,40.47,4.08,10.6,Moderate
496,Fresh,12,31.46,59.06,3,41.75,1.76,11.12,Low
577,Fresh,12,15.03,29.89,9,45.72,3.91,8.43,Moderate
459,Fresh,12,15.71,36.26,2,15.95,2.34,13.46,Low
538,Refrigerated,12,32.73,51.31,8,27.4,2.55,14.41,Moderate
537,Fresh,12,30.55,44.8,8,43.82,3.98,9.23,High
586,Fresh,12,17.96,39.73,10,16.23,4.64,14.56,Low
538,Fresh,12,28.03,15.87,5,33.07,3.21,13.21,High
559,Fresh,12,16.68,7.67,5,42.93,3.25,9.19,Low
540,Fresh,12,23.88,64.14,3,36.05,2.15,8.43,Low
475,Fresh,12,23.33,98.79,10,11.22,4.97,9.2,Low
498,Fresh,12,34.32,90.56,10,18.87,3.54,10.19,Moderate
552,Fresh,12,24.88,65.03,4,11.35,3.9,13.97,High
471,Fresh,12,20.77,57.31,2,48.88,1.83,13.57,Moderate
474,Fresh,12,24.48,91.32,4,5.77,2,8.08,Moderate
552,Fresh,12,31.76,84.46,3,11.27,2.43,14.34,Moderate
481,Fresh,12,28.81,51.33,5,47.77,4.52,12.51,Low
562,Refrigerated,12,23.03,92.1,5,33.09,3.25,12.41,Low
571,Refrigerated,12,16.33,47.91,9,45.31,4.89,9.64,Low
541,Fresh,12,28.61,39.99,8,18.04,4.01,9.36,Moderate
515,Fresh,12,18.4,15.79,4,20.34,4.23,12.84,Moderate
578,Fresh,12,22.4,93.42,1,34.95,3.77,10.79,Low
539,Refrigerated,12,23.58,55.65,2,39.21,3.3,14.34,Moderate
461,Refrigerated,12,31.32,2.72,6,23.75,2,13.61,Low
471,Fresh,12,31.37,4.22,9,45.29,4.1,10,Moderate
557,Fresh,12,27,57.73,9,35.47,2.75,8.45,High
554,Fresh,12,25.54,97.16,9,17.71,3.62,8.43,High
576,Refrigerated,12,25.57,68.63,1,7.52,1.63,9.21,Moderate
505,Fresh,12,34.78,8.42,10,13.84,3.98,12.47,Low
555,Fresh,12,18.27,35.72,6,7.87,1.29,9.17,Low
457,Refrigerated,12,19.48,58.53,7,47.17,4.32,10.39,High
534,Refrigerated,12,27.47,66.27,6,11.03,4.4,11.65,Moderate
466,Fresh,12,21.98,23.14,6,15.8,2.41,10.94,Moderate
564,Fresh,12,23.24,37.61,9,21.01,3.66,13,Moderate
453,Refrigerated,12,16.71,1.68,8,43.89,1.82,14.17,High
497,Fresh,12,23.3,6.91,4,9.03,1.88,13.98,High
516,Fresh,12,17.72,0.54,7,9.55,1.59,14.39,Moderate
585,Fresh,12,19.05,52.09,8,31.32,3.32,9.82,Moderate
491,Refrigerated,12,30,57.59,10,37.52,3.16,14.84,Low
503,Refrigerated,12,32.37,10.62,5,31.91,2.64,14.26,High
516,Fresh,12,29.53,1.59,5,14.05,4.39,9.55,High
535,Refrigerated,12,15.83,40.2,10,22.62,4.97,13.58,Moderate
474,Refrigerated,12,33.63,49.88,3,5.67,4.41,14.14,Low
557,Fresh,12,19.9,66.71,8,28.15,4.27,9.21,Low
598,Fresh,12,29.47,58.9,8,8.88,4.24,8.4,High
463,Fresh,12,19.13,68.39,3,31.21,3.17,8.99,Moderate
562,Refrigerated,12,16.02,32.11,1,18.87,4.74,14.54,Low
452,Refrigerated,12,16.67,20.07,7,12.55,3.37,13.92,Moderate
508,Refrigerated,12,23.23,72.31,4,37.51,3.11,13.42,Moderate
518,Refrigerated,12,28.22,89.95,4,48.95,2.04,10.42,Low
452,Fresh,12,31.22,1.89,3,47.41,4.55,10.57,Low
466,Fresh,12,18.89,82.64,6,27.23,3.63,10.82,High
552,Refrigerated,12,26.34,78.51,7,41.31,2.72,10.47,Moderate
584,Fresh,12,17.22,23.46,3,46.45,2.08,12.49,Moderate
454,Fresh,12,24.45,3.56,3,33.86,2.92,13.7,High
461,Fresh,12,29.37,20.68,4,15.98,2.99,12.88,Low
526,Refrigerated,12,31.48,74.79,10,16.96,2.26,13.53,Low
491,Fresh,12,20.21,43.03,3,48.59,1.06,11.53,Low
474,Fresh,12,32.79,44.7,1,29.11,3.59,10.87,Moderate
473,Refrigerated,12,16.11,42.44,6,32.96,2.28,8.99,Low
586,Refrigerated,12,26.5,25.09,2,5.19,4.29,12.51,Low
485,Fresh,12,19.59,22.41,2,46.33,3.56,13.94,High
462,Refrigerated,12,31.8,15.72,4,5.79,2.87,13.62,Low
552,Fresh,12,25.68,2.81,10,28.82,2.15,13.23,High
495,Fresh,12,25.54,0.11,2,33.58,1.96,13.75,Low
543,Refrigerated,12,22.69,28.99,7,34.3,4.84,12.55,Low
484,Fresh,12,25.24,90.98,4,26.14,2.23,13.3,High
516,Refrigerated,12,26.54,81.67,4,21.51,4.03,8.98,Low
582,Refrigerated,12,20.81,74.71,7,39.35,2.32,9.76,High
580,Refrigerated,12,30.48,1.65,9,7.94,2.04,14.44,High
577,Fresh,12,17.57,48.14,4,14.1,4.77,11.89,Moderate
527,Refrigerated,12,25.23,13.29,9,32.75,1.87,8.39,High
472,Fresh,12,15.64,96.39,4,9.6,4.61,14.44,Moderate
468,Refrigerated,12,21.9,48.83,1,23.46,2.7,9.24,High
510,Fresh,12,15.68,92.21,5,16.82,2.12,9.22,High
532,Fresh,12,30.72,5.87,8,33.75,2.32,9.71,High
584,Refrigerated,12,23.92,32.53,9,32.3,2.55,13.94,Low
514,Fresh,12,19.28,10.31,6,46.57,4.64,10.39,Low
465,Fresh,12,30.68,36.77,7,40.41,4.12,8.91,Moderate
487,Fresh,12,34.64,28.75,5,38.45,1.75,11.7,Low
454,Fresh,12,26.48,40.87,8,8.13,3.79,14.57,Moderate
510,Fresh,12,25.69,74.17,8,33.65,4.56,8.27,Moderate
465,Fresh,12,17.66,98.62,1,22.49,3.68,11.4,Low
544,Fresh,12,17.01,82.02,6,46.25,1.68,14.96,Low
481,Refrigerated,12,18.48,49.64,3,41.42,3.45,8.06,Moderate
517,Fresh,12,26.75,17.34,8,43.9,1.57,13.66,Low
467,Fresh,12,21.6,69.16,10,20.78,2.38,12.24,Low
508,Refrigerated,12,22.7,68.81,1,41.51,1.45,8.68,High
501,Fresh,12,28.18,93.15,3,20.64,3.17,8.89,Low
538,Refrigerated,12,19.5,12.85,3,13.23,2.69,13.79,Moderate
486,Fresh,12,19.9,3.59,2,6.31,4.21,9.07,Moderate
502,Refrigerated,12,29.82,63.88,7,15.88,1.9,12.25,Low
506,Refrigerated,12,30.31,85.83,4,35.06,2.14,11.59,Low
595,Refrigerated,12,22.09,37.78,5,48.8,2.88,14.13,Moderate
512,Fresh,12,16.77,40.67,7,46.26,1.28,10.11,Moderate
509,Fresh,12,18.67,1.58,8,32.8,4.83,14.06,Low
594,Fresh,12,16.14,23.41,1,9.54,2.8,9.07,Moderate
456,Fresh,12,24.88,60.23,4,6.67,3.75,8.34,Low
586,Refrigerated,12,17.35,59.15,2,23.08,4.34,8.69,Low
524,Refrigerated,12,33.44,27.07,4,44.51,1.72,10.8,Moderate
550,Refrigerated,12,19.86,21.16,7,43.76,3.18,13.92,Moderate
467,Fresh,12,17.04,17.86,1,21.36,1.36,14.55,High
478,Fresh,12,28.91,72.82,9,23.5,4.42,11.64,Moderate
485,Fresh,12,29.94,86.54,1,33.93,1,11.41,Moderate
517,Refrigerated,12,19.73,65.81,3,37.43,4.66,11.1,Moderate
569,Fresh,12,25.54,73.37,9,21.96,2.35,11.13,Moderate
508,Refrigerated,12,33.66,73.91,5,23.42,1.89,12.46,Low
458,Fresh,12,23.91,81.95,9,14.31,2.62,12.52,Moderate
498,Fresh,12,30.09,85.59,10,41.3,1.57,8.29,Moderate
533,Fresh,12,22.09,77.77,7,32.89,2.72,9.37,Moderate
528,Refrigerated,12,15.48,70.77,9,44.4,3.59,10.23,Moderate
466,Refrigerated,12,32.11,21.35,5,49.83,3.62,10.67,High
537,Fresh,12,21.19,80.08,8,45.6,3.76,13.64,High
524,Fresh,12,19.02,71.34,9,10.1,4.99,8.92,Moderate
476,Fresh,12,33.17,25.89,1,37.06,1.37,12.21,Moderate
526,Fresh,12,21.69,87.93,7,15.04,1.78,10.44,Low
593,Fresh,12,34.56,54.96,8,17.96,2.3,12.42,Low
509,Fresh,12,17.26,4.73,1,33.97,1.03,13.35,Low
531,Fresh,12,20.68,51.45,6,23.61,2.77,10.31,High
515,Refrigerated,12,23.38,78.86,1,23.83,4.36,11.11,Moderate
455,Refrigerated,12,17.26,23.64,3,9.32,1.52,10.94,Moderate
488,Refrigerated,12,16.4,34.22,5,8.51,4.04,8.51,Low
531,Fresh,12,32.92,78.02,9,23.02,4.43,8.13,Moderate
471,Fresh,12,19.76,16.7,7,10.1,2.22,8.09,Moderate
516,Fresh,12,27.05,5.37,7,45.64,1.83,12.22,Moderate
519,Fresh,12,27.14,33.37,8,37.8,1.35,9.18,Moderate
530,Fresh,12,17.94,82.78,7,30.16,4.13,11.62,Moderate
583,Fresh,12,21.02,27.11,4,40.62,4.53,11.37,Low
489,Refrigerated,12,20.29,70.5,10,34.89,3.05,10.93,High
530,Fresh,12,18.77,20.09,9,47.66,1.8,10.88,Moderate
557,Refrigerated,12,27.7,1.7,7,8.79,1.24,8.17,Low
482,Refrigerated,12,34.85,23.64,7,45.72,4.29,11.15,Low
588,Refrigerated,12,28.33,17.17,1,48.52,4.56,14.64,Moderate
502,Fresh,12,15.93,15.42,9,11.35,1.1,13.33,Low
487,Refrigerated,12,16.97,79.35,2,28.43,3.34,10.52,Moderate
523,Fresh,12,23.09,60.15,3,27.68,4.55,13.72,Moderate
453,Fresh,12,28.82,90.25,3,21.57,2.24,14.38,Low
563,Fresh,12,22.02,10.31,6,35.5,1.86,10.97,High
573,Refrigerated,12,25.55,44.78,10,22.6,2.45,12.72,Low
477,Fresh,12,21.55,50.9,4,29.41,4.44,10.47,Low
490,Fresh,12,22.28,81.88,7,43,2.92,8.54,High
504,Fresh,12,30.87,51.26,5,26.07,3.16,13.18,Moderate
465,Refrigerated,12,30.38,23.52,7,23.56,4.85,12.97,Low
588,Fresh,12,23.65,81.1,10,24.81,5,10.27,Moderate
478,Fresh,12,18.75,20.38,10,21.91,4.5,11.35,Low
480,Fresh,12,16.59,50.21,8,29.75,4.23,14.84,Low
460,Refrigerated,12,33.7,69.89,8,33.09,4.05,10.28,Low
566,Refrigerated,12,27.2,27.49,10,6.07,3.18,13.49,Low
518,Fresh,12,34.21,54.16,2,9.59,1.87,13.63,High
567,Fresh,12,32.15,69.16,3,31.37,3.81,13.42,Low
474,Fresh,12,18.82,5.47,5,10.32,4.1,12.94,Low
548,Refrigerated,12,30.81,15.07,6,28.6,2.56,11,High
542,Fresh,12,22.59,46.7,2,41.61,1.63,10.5,Low
580,Refrigerated,12,33.37,9.52,6,26.72,4.92,13.44,Low
566,Fresh,12,17.3,79.94,4,46.34,4.12,13.33,Low
497,Fresh,12,22.52,86.4,10,36.07,2.55,9.08,High
576,Fresh,12,23.2,13.56,3,13.49,4.43,9.26,Low
567,Refrigerated,12,24.11,88.39,10,12.93,4.01,9.61,Moderate
595,Fresh,12,32.33,3.72,9,33.23,1.22,9.65,Moderate
567,Fresh,12,23.88,15.3,9,39.07,1.51,13.69,Moderate
591,Fresh,12,28.81,97.69,3,22.32,2.18,13.5,Low
523,Refrigerated,12,25.22,82.89,8,49.94,2.77,12.23,Moderate
469,Refrigerated,12,22.73,82.85,3,10.78,2.14,9.83,Low
484,Refrigerated,12,27.38,47.54,3,48.94,1.42,13.75,Moderate
583,Refrigerated,12,24.74,47.59,1,23.51,3.04,8.3,High
589,Fresh,12,26.01,45.62,8,25.79,1.9,8.07,Low
455,Fresh,12,26.83,57.44,3,28.99,4.08,8.38,High
461,Refrigerated,12,24.41,26.37,6,27.17,4.7,10.76,Moderate
592,Fresh,12,18.3,21.69,7,24.44,2.46,14.05,Moderate
506,Fresh,12,30.08,36.41,8,8.92,1.85,10.18,High
583,Fresh,12,15.37,24.47,5,14.47,3.44,13.68,High
486,Fresh,12,31.88,23.22,6,29.08,2.77,9.24,Moderate
592,Fresh,12,15.98,23.23,6,15.15,4,11.55,High
481,Fresh,12,32.04,22.35,4,15.15,4.56,12.61,High
562,Refrigerated,12,32.87,65.82,1,43.93,3.06,13.28,Low
568,Fresh,12,21.45,74.37,6,37.41,1.11,9.54,High
536,Fresh,12,30.59,77.87,9,8.56,3.76,8.82,High
593,Refrigerated,12,29.33,86.88,7,47.44,4.26,10.63,High
